Oxford English 1 1 Starter table asztal,Oxford English 1,1,Starter,table,asztal,
Oxford English 1 1 Starter UK Egyesült Királyság,Oxford English 1,1,Starter,UK,Egyesült Királyság,
Oxford English 1 1 Starter USA USA,Oxford English 1,1,Starter,USA,USA,
Oxford English 1 1 Starter Turkey Törökország,Oxford English 1,1,Starter,Turkey,Törökország,
Oxford English 1 1 Starter under alatt,Oxford English 1,1,Starter,under,alatt,
Oxford English 1 1 Starter unpopular népszerűtlen,Oxford English 1,1,Starter,unpopular,népszerűtlen,
Oxford English 1 1 Starter video games videojáték,Oxford English 1,1,Starter,video games,videojáték,
Oxford English 1 1 Starter watching TV tévénézés,Oxford English 1,1,Starter,watching TV,tévénézés,
Oxford English 1 1 U1 3D cinema 3D mozi,Oxford English 1,1,U1,3D cinema,3D mozi,
Oxford English 1 1 U1 3D film 3D film,Oxford English 1,1,U1,3D film,3D film,
Oxford English 1 1 U1 beach strand,Oxford English 1,1,U1,beach,strand,
Oxford English 1 1 U1 bike kerékpár,Oxford English 1,1,U1,bike,kerékpár,
Oxford English 1 1 U1 bridge híd,Oxford English 1,1,U1,bridge,híd,
Oxford English 1 1 U1 building épület,Oxford English 1,1,U1,building,épület,
Oxford English 1 1 U1 bus station buszpályaudvar,Oxford English 1,1,U1,bus station,buszpályaudvar,
Oxford English 1 1 U1 business üzlet,Oxford English 1,1,U1,business,üzlet,
Oxford English 1 1 U1 cabin kabin,Oxford English 1,1,U1,cabin,kabin,
Oxford English 1 1 U1 cafe kávézó,Oxford English 1,1,U1,cafe,kávézó,
Oxford English 1 1 U1 castle vár,Oxford English 1,1,U1,castle,vár,
Oxford English 1 1 U1 chef szakácsnő,Oxford English 1,1,U1,chef,szakácsnő,
Oxford English 1 1 U1 Chinatown kínai negyed,Oxford English 1,1,U1,Chinatown,kínai negyed,
Oxford English 1 1 U1 cinema mozi,Oxford English 1,1,U1,cinema,mozi,
Oxford English 1 1 U1 clean tiszta,Oxford English 1,1,U1,clean,tiszta,
Oxford English 1 1 U1 climbing wall mászófal,Oxford English 1,1,U1,climbing wall,mászófal,
Oxford English 1 1 U1 comfortable kényelmes,Oxford English 1,1,U1,comfortable,kényelmes,
Oxford English 1 1 U1 criuse ship hajóút,Oxford English 1,1,U1,criuse ship,hajóút,
Oxford English 1 1 U1 dangerous veszélyes,Oxford English 1,1,U1,dangerous,veszélyes,
Oxford English 1 1 U1 dirty piszkos,Oxford English 1,1,U1,dirty,piszkos,
Oxford English 1 1 U1 district negyed,Oxford English 1,1,U1,district,negyed,
Oxford English 1 1 U1 eciting izgalmas,Oxford English 1,1,U1,eciting,izgalmas,
Oxford English 1 1 U1 famous híres,Oxford English 1,1,U1,famous,híres,
Oxford English 1 1 U1 fantastic fantasztikus,Oxford English 1,1,U1,fantastic,fantasztikus,
Oxford English 1 1 U1 far távol,Oxford English 1,1,U1,far,távol,
Oxford English 1 1 U1 flat lakás,Oxford English 1,1,U1,flat,lakás,
Oxford English 1 1 U1 friendly barátságos,Oxford English 1,1,U1,friendly,barátságos,
Oxford English 1 1 U1 help segítség,Oxford English 1,1,U1,help,segítség,
Oxford English 1 1 U1 hot forró,Oxford English 1,1,U1,hot,forró,
Oxford English 1 1 U1 hotel szálloda,Oxford English 1,1,U1,hotel,szálloda,
Oxford English 1 1 U1 library könyvtár,Oxford English 1,1,U1,library,könyvtár,
Oxford English 1 1 U1 market piac,Oxford English 1,1,U1,market,piac,
Oxford English 1 1 U1 modern modern,Oxford English 1,1,U1,modern,modern,
Oxford English 1 1 U1 monument műemlék,Oxford English 1,1,U1,monument,műemlék,
Oxford English 1 1 U1 noisy zajos,Oxford English 1,1,U1,noisy,zajos,
Oxford English 1 1 U1 office iroda,Oxford English 1,1,U1,office,iroda,
Oxford English 1 1 U1 office bilding irodaépület,Oxford English 1,1,U1,office bilding,irodaépület,
Oxford English 1 1 U1 old part régi rész,Oxford English 1,1,U1,old part,régi rész,
Oxford English 1 1 U1 park park,Oxford English 1,1,U1,park,park,
Oxford English 1 1 U1 part rész,Oxford English 1,1,U1,part,rész,
Oxford English 1 1 U1 passenger utas,Oxford English 1,1,U1,passenger,utas,
Oxford English 1 1 U1 plane repülőgép,Oxford English 1,1,U1,plane,repülőgép,
Oxford English 1 1 U1 plant üzem,Oxford English 1,1,U1,plant,üzem,
Oxford English 1 1 U1 population lakosság,Oxford English 1,1,U1,population,lakosság,
Oxford English 1 1 U1 pretty szép,Oxford English 1,1,U1,pretty,szép,
Oxford English 1 1 U1 quiet csendes,Oxford English 1,1,U1,quiet,csendes,
Oxford English 1 1 U1 restaurant étterem,Oxford English 1,1,U1,restaurant,étterem,
Oxford English 1 1 U1 safe biztonságos,Oxford English 1,1,U1,safe,biztonságos,
Oxford English 1 1 U1 school iskola,Oxford English 1,1,U1,school,iskola,
Oxford English 1 1 U1 shop bolt,Oxford English 1,1,U1,shop,bolt,
Oxford English 1 1 U1 shopping centre bevásárlóközpont,Oxford English 1,1,U1,shopping centre,bevásárlóközpont,
Oxford English 1 1 U1 skateboart park gördeszkapark,Oxford English 1,1,U1,skateboart park,gördeszkapark,
Oxford English 1 1 U1 sports centre sportközpont,Oxford English 1,1,U1,sports centre,sportközpont,
Oxford English 1 1 U1 sports team sportcsapat,Oxford English 1,1,U1,sports team,sportcsapat,
Oxford English 1 1 U1 square tér,Oxford English 1,1,U1,square,tér,
Oxford English 1 1 U1 street utca,Oxford English 1,1,U1,street,utca,
Oxford English 1 1 U1 swimming pool úszómedence,Oxford English 1,1,U1,swimming pool,úszómedence,
Oxford English 1 1 U1 tall magas,Oxford English 1,1,U1,tall,magas,
Oxford English 1 1 U1 theatre színház,Oxford English 1,1,U1,theatre,színház,
Oxford English 1 1 U1 tourist turisztikai,Oxford English 1,1,U1,tourist,turisztikai,
Oxford English 1 1 U1 tourist information centre turisztikai információs központ,Oxford English 1,1,U1,tourist information centre,turisztikai információs központ,
Oxford English 1 1 U1 train station vasútállomás,Oxford English 1,1,U1,train station,vasútállomás,
Oxford English 1 1 U1 transport közlekedés,Oxford English 1,1,U1,transport,közlekedés,
Oxford English 1 1 U1 tree fa,Oxford English 1,1,U1,tree,fa,
Oxford English 1 1 U1 ugly csúnya,Oxford English 1,1,U1,ugly,csúnya,
Oxford English 1 1 U1 unfriendly barátságtalan,Oxford English 1,1,U1,unfriendly,barátságtalan,
Oxford English 1 1 U1 welcome üdvözöljük,Oxford English 1,1,U1,welcome,üdvözöljük,
Oxford English 1 1 U1 zoo állatkert,Oxford English 1,1,U1,zoo,állatkert,
Oxford English 1 1 U2 add hozzáadás,Oxford English 1,1,U2,add,hozzáadás,
Oxford English 1 1 U2 also szintén,Oxford English 1,1,U2,also,szintén,
Oxford English 1 1 U2 always mindig,Oxford English 1,1,U2,always,mindig,
Oxford English 1 1 U2 bakery pékség,Oxford English 1,1,U2,bakery,pékség,
Oxford English 1 1 U2 barbecue grillezés,Oxford English 1,1,U2,barbecue,grillezés,
Oxford English 1 1 U2 brother testvér,Oxford English 1,1,U2,brother,testvér,
Oxford English 1 1 U2 brush my teeth fogmosás,Oxford English 1,1,U2,brush my teeth,fogmosás,
Oxford English 1 1 U2 carnival karnevál,Oxford English 1,1,U2,carnival,karnevál,
Oxford English 1 1 U2 celebrate ünneplés,Oxford English 1,1,U2,celebrate,ünneplés,
Oxford English 1 1 U2 celebration ünneplés,Oxford English 1,1,U2,celebration,ünneplés,
Oxford English 1 1 U2 celebrity híresség,Oxford English 1,1,U2,celebrity,híresség,
Oxford English 1 1 U2 chat online online csevegés,Oxford English 1,1,U2,chat online,online csevegés,
Oxford English 1 1 U2 chat with friends csevegés barátokkal,Oxford English 1,1,U2,chat with friends,csevegés barátokkal,
Oxford English 1 1 U2 concert koncert,Oxford English 1,1,U2,concert,koncert,
Oxford English 1 1 U2 cooking class főzőtanfolyam,Oxford English 1,1,U2,cooking class,főzőtanfolyam,
Oxford English 1 1 U2 culture quiz kulturális kvíz,Oxford English 1,1,U2,culture quiz,kulturális kvíz,
Oxford English 1 1 U2 daily routine napi rutin,Oxford English 1,1,U2,daily routine,napi rutin,
Oxford English 1 1 U2 dance tánc,Oxford English 1,1,U2,dance,tánc,
Oxford English 1 1 U2 dance competition táncverseny,Oxford English 1,1,U2,dance competition,táncverseny,
Oxford English 1 1 U2 daughter lánya,Oxford English 1,1,U2,daughter,lánya,
Oxford English 1 1 U2 do my homework leckét csinálok,Oxford English 1,1,U2,do my homework,leckét csinálok,
Oxford English 1 1 U2 early korán,Oxford English 1,1,U2,early,korán,
Oxford English 1 1 U2 enormus óriási,Oxford English 1,1,U2,enormus,óriási,
Oxford English 1 1 U2 face painting arcfestés,Oxford English 1,1,U2,face painting,arcfestés,
Oxford English 1 1 U2 fireworks tűzijáték,Oxford English 1,1,U2,fireworks,tűzijáték,
Oxford English 1 1 U2 general általános,Oxford English 1,1,U2,general,általános,
Oxford English 1 1 U2 get home hazaérni,Oxford English 1,1,U2,get home,hazaérni,
Oxford English 1 1 U2 get up felkelni,Oxford English 1,1,U2,get up,felkelni,
Oxford English 1 1 U2 give presents ajándékozni,Oxford English 1,1,U2,give presents,ajándékozni,
Oxford English 1 1 U2 go out with your family or friends menni a családoddal vagy a barátaiddal,Oxford English 1,1,U2,go out with your family or friends,menni a családoddal vagy a barátaiddal,
Oxford English 1 1 U2 go to bed lefeküdni,Oxford English 1,1,U2,go to bed,lefeküdni,
Oxford English 1 1 U2 go to school iskolába menni,Oxford English 1,1,U2,go to school,iskolába menni,
Oxford English 1 1 U2 granddaughter unoka,Oxford English 1,1,U2,granddaughter,unoka,
Oxford English 1 1 U2 have a special family meal különleges családi étkezés,Oxford English 1,1,U2,have a special family meal,különleges családi étkezés,
Oxford English 1 1 U2 have a break szünetet tartani,Oxford English 1,1,U2,have a break,szünetet tartani,
Oxford English 1 1 U2 have breakfast reggelizni,Oxford English 1,1,U2,have breakfast,reggelizni,
Oxford English 1 1 U2 have classes órákat venni,Oxford English 1,1,U2,have classes,órákat venni,
Oxford English 1 1 U2 have dinner vacsorázni,Oxford English 1,1,U2,have dinner,vacsorázni,
Oxford English 1 1 U2 have lunch ebédelni,Oxford English 1,1,U2,have lunch,ebédelni,
Oxford English 1 1 U2 help segíteni,Oxford English 1,1,U2,help,segíteni,
Oxford English 1 1 U2 help with the housework segíteni a házimunkában,Oxford English 1,1,U2,help with the housework,segíteni a házimunkában,
Oxford English 1 1 U2 international nemzetközi,Oxford English 1,1,U2,international,nemzetközi,
Oxford English 1 1 U2 invite people to your house meghívni embereket a házadba,Oxford English 1,1,U2,invite people to your house,meghívni embereket a házadba,
Oxford English 1 1 U2 lion oroszlán,Oxford English 1,1,U2,lion,oroszlán,
Oxford English 1 1 U2 mini mini,Oxford English 1,1,U2,mini,mini,
Oxford English 1 1 U2 minibus minibusz,Oxford English 1,1,U2,minibus,minibusz,
Oxford English 1 1 U2 never soha,Oxford English 1,1,U2,never,soha,
Oxford English 1 1 U2 normally normális esetben,Oxford English 1,1,U2,normally,normális esetben,
Oxford English 1 1 U2 often gyakran,Oxford English 1,1,U2,often,gyakran,
Oxford English 1 1 U2 organized szervezett,Oxford English 1,1,U2,organized,szervezett,
Oxford English 1 1 U2 parade felvonulás,Oxford English 1,1,U2,parade,felvonulás,
Oxford English 1 1 U2 parent szülő,Oxford English 1,1,U2,parent,szülő,
Oxford English 1 1 U2 play music zenélni,Oxford English 1,1,U2,play music,zenélni,
Oxford English 1 1 U2 play video games videojátékozni,Oxford English 1,1,U2,play video games,videojátékozni,
Oxford English 1 1 U2 programme műsor,Oxford English 1,1,U2,programme,műsor,
Oxford English 1 1 U2 relay váltó,Oxford English 1,1,U2,relay,váltó,
Oxford English 1 1 U2 sing songs énekelni,Oxford English 1,1,U2,sing songs,énekelni,
Oxford English 1 1 U2 sister nővér,Oxford English 1,1,U2,sister,nővér,
Oxford English 1 1 U2 sleep alvás,Oxford English 1,1,U2,sleep,alvás,
Oxford English 1 1 U2 sofa kanapé,Oxford English 1,1,U2,sofa,kanapé,
Oxford English 1 1 U2 sometimes néha,Oxford English 1,1,U2,sometimes,néha,
Oxford English 1 1 U2 son fia,Oxford English 1,1,U2,son,fia,
Oxford English 1 1 U2 sound hang,Oxford English 1,1,U2,sound,hang,
Oxford English 1 1 U2 special különleges,Oxford English 1,1,U2,special,különleges,
Oxford English 1 1 U2 study tanulni,Oxford English 1,1,U2,study,tanulni,
Oxford English 1 1 U2 summer nyár,Oxford English 1,1,U2,summer,nyár,
Oxford English 1 1 U2 usually általában,Oxford English 1,1,U2,usually,általában,
Oxford English 1 1 U2 visit people embereket meglátogatni,Oxford English 1,1,U2,visit people,embereket meglátogatni,
Oxford English 1 1 U2 wash my face arcot mosni,Oxford English 1,1,U2,wash my face,arcot mosni,
Oxford English 1 1 U2 wash the dishes mosogatni,Oxford English 1,1,U2,wash the dishes,mosogatni,
Oxford English 1 1 U2 watch videos or TV videót nézni,Oxford English 1,1,U2,watch videos or TV,videót nézni,
Oxford English 1 1 U2 wear crazy clothes or costumes őrült ruhákat vagy jelmezeket viselni,Oxford English 1,1,U2,wear crazy clothes or costumes,őrült ruhákat vagy jelmezeket viselni,
Oxford English 1 1 U2 website weboldal,Oxford English 1,1,U2,website,weboldal,
Oxford English 1 1 U3 about körülbelül,Oxford English 1,1,U3,about,körülbelül,
Oxford English 1 1 U3 adopt fogadj örökbe,Oxford English 1,1,U3,adopt,fogadj örökbe,
Oxford English 1 1 U3 amazing elképesztő,Oxford English 1,1,U3,amazing,elképesztő,
Oxford English 1 1 U3 around körül,Oxford English 1,1,U3,around,körül,
Oxford English 1 1 U3 article cikk,Oxford English 1,1,U3,article,cikk,
Oxford English 1 1 U3 backwards visszafelé,Oxford English 1,1,U3,backwards,visszafelé,
Oxford English 1 1 U3 bat denevér,Oxford English 1,1,U3,bat,denevér,
Oxford English 1 1 U3 bear medve,Oxford English 1,1,U3,bear,medve,
Oxford English 1 1 U3 beautiful gyönyörű,Oxford English 1,1,U3,beautiful,gyönyörű,
Oxford English 1 1 U3 become extinct kihal,Oxford English 1,1,U3,become extinct,kihal,
Oxford English 1 1 U3 between között,Oxford English 1,1,U3,between,között,
Oxford English 1 1 U3 butterfly pillangó,Oxford English 1,1,U3,butterfly,pillangó,
Oxford English 1 1 U3 camel teve,Oxford English 1,1,U3,camel,teve,
Oxford English 1 1 U3 caribou karibu,Oxford English 1,1,U3,caribou,karibu,
Oxford English 1 1 U3 cat macska,Oxford English 1,1,U3,cat,macska,
Oxford English 1 1 U3 climbing wall mászófal,Oxford English 1,1,U3,climbing wall,mászófal,
Oxford English 1 1 U3 close-up közeli,Oxford English 1,1,U3,close-up,közeli,
Oxford English 1 1 U3 colorful színes,Oxford English 1,1,U3,colorful,színes,
Oxford English 1 1 U3 common gyakori,Oxford English 1,1,U3,common,gyakori,
Oxford English 1 1 U3 communicate kommunikál,Oxford English 1,1,U3,communicate,kommunikál,
Oxford English 1 1 U3 creature lény,Oxford English 1,1,U3,creature,lény,
Oxford English 1 1 U3 crocodile krokodil,Oxford English 1,1,U3,crocodile,krokodil,
Oxford English 1 1 U3 dance salsa tánc salsa,Oxford English 1,1,U3,dance salsa,tánc salsa,
Oxford English 1 1 U3 danger veszély,Oxford English 1,1,U3,danger,veszély,
Oxford English 1 1 U3 dog kutya,Oxford English 1,1,U3,dog,kutya,
Oxford English 1 1 U3 drink ital,Oxford English 1,1,U3,drink,ital,
Oxford English 1 1 U3 dull unalmas,Oxford English 1,1,U3,dull,unalmas,
Oxford English 1 1 U3 eagle sas,Oxford English 1,1,U3,eagle,sas,
Oxford English 1 1 U3 eat enni,Oxford English 1,1,U3,eat,enni,
Oxford English 1 1 U3 elephant elefánt,Oxford English 1,1,U3,elephant,elefánt,
Oxford English 1 1 U3 explain magyarázat,Oxford English 1,1,U3,explain,magyarázat,
Oxford English 1 1 U3 farming gazdálkodás,Oxford English 1,1,U3,farming,gazdálkodás,
Oxford English 1 1 U3 film star filmsztár,Oxford English 1,1,U3,film star,filmsztár,
Oxford English 1 1 U3 fish hal,Oxford English 1,1,U3,fish,hal,
Oxford English 1 1 U3 fishing horgászat,Oxford English 1,1,U3,fishing,horgászat,
Oxford English 1 1 U3 fly légy,Oxford English 1,1,U3,fly,légy,
Oxford English 1 1 U3 for eample például,Oxford English 1,1,U3,for eample,például,
Oxford English 1 1 U3 frog béka,Oxford English 1,1,U3,frog,béka,
Oxford English 1 1 U3 giraffe zsiráf,Oxford English 1,1,U3,giraffe,zsiráf,
Oxford English 1 1 U3 gorilla gorilla,Oxford English 1,1,U3,gorilla,gorilla,
Oxford English 1 1 U3 grow nő,Oxford English 1,1,U3,grow,nő,
Oxford English 1 1 U3 hear hall,Oxford English 1,1,U3,hear,hall,
Oxford English 1 1 U3 heavy nehéz,Oxford English 1,1,U3,heavy,nehéz,
Oxford English 1 1 U3 hot dog hot dog,Oxford English 1,1,U3,hot dog,hot dog,
Oxford English 1 1 U3 hounting vadászat,Oxford English 1,1,U3,hounting,vadászat,
Oxford English 1 1 U3 jump ugrás,Oxford English 1,1,U3,jump,ugrás,
Oxford English 1 1 U3 kill öl,Oxford English 1,1,U3,kill,öl,
Oxford English 1 1 U3 land föld,Oxford English 1,1,U3,land,föld,
Oxford English 1 1 U3 leaflet szórólap,Oxford English 1,1,U3,leaflet,szórólap,
Oxford English 1 1 U3 leg láb,Oxford English 1,1,U3,leg,láb,
Oxford English 1 1 U3 like tetszik,Oxford English 1,1,U3,like,tetszik,
Oxford English 1 1 U3 list lista,Oxford English 1,1,U3,list,lista,
Oxford English 1 1 U3 live él,Oxford English 1,1,U3,live,él,
Oxford English 1 1 U3 many sok,Oxford English 1,1,U3,many,sok,
Oxford English 1 1 U3 move mozgás,Oxford English 1,1,U3,move,mozgás,
Oxford English 1 1 U3 musical instrument hangszer,Oxford English 1,1,U3,musical instrument,hangszer,
Oxford English 1 1 U3 national park nemzeti park,Oxford English 1,1,U3,national park,nemzeti park,
Oxford English 1 1 U3 North Pole Északi-sark,Oxford English 1,1,U3,North Pole,Északi-sark,
Oxford English 1 1 U3 octopus polip,Oxford English 1,1,U3,octopus,polip,
Oxford English 1 1 U3 ostrich strucc,Oxford English 1,1,U3,ostrich,strucc,
Oxford English 1 1 U3 panda panda,Oxford English 1,1,U3,panda,panda,
Oxford English 1 1 U3 planet bolygó,Oxford English 1,1,U3,planet,bolygó,
Oxford English 1 1 U3 pollution szennyezés,Oxford English 1,1,U3,pollution,szennyezés,
Oxford English 1 1 U3 protect véd,Oxford English 1,1,U3,protect,véd,
Oxford English 1 1 U3 quickly gyorsan,Oxford English 1,1,U3,quickly,gyorsan,
Oxford English 1 1 U3 rabbit nyúl,Oxford English 1,1,U3,rabbit,nyúl,
Oxford English 1 1 U3 rare ritka,Oxford English 1,1,U3,rare,ritka,
Oxford English 1 1 U3 rat patkány,Oxford English 1,1,U3,rat,patkány,
Oxford English 1 1 U3 run futás,Oxford English 1,1,U3,run,futás,
Oxford English 1 1 U3 scorpion skorpió,Oxford English 1,1,U3,scorpion,skorpió,
Oxford English 1 1 U3 see lát,Oxford English 1,1,U3,see,lát,
Oxford English 1 1 U3 situation helyzet,Oxford English 1,1,U3,situation,helyzet,
Oxford English 1 1 U3 snake kígyó,Oxford English 1,1,U3,snake,kígyó,
Oxford English 1 1 U3 South Pole Déli-sark,Oxford English 1,1,U3,South Pole,Déli-sark,
Oxford English 1 1 U3 species faj,Oxford English 1,1,U3,species,faj,
Oxford English 1 1 U3 spider pók,Oxford English 1,1,U3,spider,pók,
Oxford English 1 1 U3 strong erős,Oxford English 1,1,U3,strong,erős,
Oxford English 1 1 U3 such as ilyen mint,Oxford English 1,1,U3,such as,ilyen mint,
Oxford English 1 1 U3 survive túlélő,Oxford English 1,1,U3,survive,túlélő,
Oxford English 1 1 U3 swim úszó,Oxford English 1,1,U3,swim,úszó,
Oxford English 1 1 U3 tail farok,Oxford English 1,1,U3,tail,farok,
Oxford English 1 1 U3 team csapat,Oxford English 1,1,U3,team,csapat,
Oxford English 1 1 U3 weird furcsa,Oxford English 1,1,U3,weird,furcsa,
Oxford English 1 1 U3 whale bálna,Oxford English 1,1,U3,whale,bálna,
Oxford English 1 1 U3 wildlife vadvilág,Oxford English 1,1,U3,wildlife,vadvilág,
Oxford English 1 1 U3 wildlife programme vadvédelmi program,Oxford English 1,1,U3,wildlife programme,vadvédelmi program,
Oxford English 1 1 U3 wing szárny,Oxford English 1,1,U3,wing,szárny,
Oxford English 1 1 U3 wolf farkas,Oxford English 1,1,U3,wolf,farkas,
Oxford English 1 1 U3 world világ,Oxford English 1,1,U3,world,világ,
Oxford English 1 1 U4 Arabic arab,Oxford English 1,1,U4,Arabic,arab,
