Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Milyen színnel ábrázolják Szent Lászlót?</b>;Kék;Piros;Fekete;Fehér;Fehér;Szent Lászlót fehér arccal és ruhában ábrázolják.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Milyen színnel ábrázolják a kun vitézt?</b>;Kék;Piros;Fehér;Sötét;Sötét;A kun vitézt sötét színekkel ábrázolják.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Miért fontos a fa a jelenetben?</b>;Világok közti átjárás;Gyümölcsöt terem;Árnyékot ad;Madárfészek van rajta;Világok közti átjárás;A fa a földi és égi világot köti össze.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Mi a világfa jelentése az ősi magyar hitben?</b>;Világok közti átjárás;Királyi szimbólum;Csata helyszíne;Freskó motívum;Világok közti átjárás;A világfa az átjárást jelképezi a világok között.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Mivel ábrázolják Szent Lászlót?</b>;Könyvvel;Országalmával;Jogarral;Csatabárddal;Csatabárddal;Szent Lászlót csatabárddal ábrázolják.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Mivel ábrázolják Szent Istvánt?</b>;Lovon;Freskóval;Csatabárddal;Országalmával és jogarral;Országalmával és jogarral;Szent Istvánt országalmával és jogarral ábrázolják.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Miért volt Szent László példakép?</b>;Kun származása miatt;Freskói miatt;Gazdagsága miatt;Igazságos uralkodása miatt;Igazságos uralkodása miatt;Igazságos uralkodása miatt tisztelték.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Miért nevezik Szent Lászlót táltoskirálynak?</b>;Rendkívüli erővel bírt;Lovon járt;Freskókat festett;Kun volt;Rendkívüli erővel bírt;A néphagyomány szerint táltos volt.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Mi jellemző a táltosokra?</b>;Csodás képességek;Kun származás;Freskófestés;Gazdagság;Csodás képességek;A táltosoknak csodás képességeik voltak.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Miért volt fontos a kunok legyőzése?</b>;Magyar foglyok kiszabadítása;Lovak eladása;Gazdagság szerzése;Freskók festése;Magyar foglyok kiszabadítása;A magyarok kiszabadították a keresztény foglyokat.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Miért volt öröm Magyarországon a győzelem után?</b>;Foglyok kiszabadultak;Lovak születtek;Kunok gazdagok lettek;Freskók készültek;Foglyok kiszabadultak;A győzelem után örvendeztek a kiszabadítottak miatt.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Miért nevezik Szent Lászlót lovagkirálynak?</b>;Bátor harcos volt;Gazdag volt;Freskókat festett;Kun volt;Bátor harcos volt;Szent László bátor harcosként ismert.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Mi a legenda műfaja?</b>;Szent életének leírása;Lovak története;Csata leírása;Freskófestés;Szent életének leírása;A legenda egy szent életét és csodáit írja le.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Miért volt fontos a kunok elleni csata?</b>;Ország védelme;Lovak eladása;Gazdagság szerzése;Freskók festése;Ország védelme;A csata az ország védelméért folyt.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Miért volt különleges Szent László?</b>;Szeretett uralkodó volt;Gazdag volt;Freskókat festett;Kun volt;Szeretett uralkodó volt;A nép szeretettel emlékezett rá.
Szent László és a kun vitéz küzdelme;(Szent László és a kun vitéz küzdelme) <b>Miért nevezik a kun vitézt pogánynak?</b>;Nem keresztény volt;Lovon járt;Freskókat festett;Gazdag volt;Nem keresztény volt;A kun vitéz pogányként szerepel a történetben.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Melyik király küldi Laczfi Endrét Moldvába?</b>;Lajos;Szent László;Károly;István;Lajos;Lajos volt a nagy király, aki Moldvába küldte Laczfi Endrét.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Milyen veszély fenyegette Moldvát?</b>;Tatár támadás;Török támadás;Pestis;Éhínség;Tatár támadás;A tatárok jelentettek veszélyt Moldvára.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Ki volt Laczfi Endre?</b>;A király szolgája;A tatár vezér;A székelyek vezetője;A csángók vezetője;A király szolgája;Laczfi Endre volt a király szolgája, aki parancsot kapott.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Milyen fegyvert kötött Laczfi Endre az övére?</b>;Nehéz szablyát;Íjat;Csatabárdot;Lándzsát;Nehéz szablyát;A vers szerint nehéz szablyát kötött övére.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Hány székely ment Laczfi Endrével a tatárok ellen?</b>;Tízezer;Ezer;Száz;Ötven;Tízezer;Tízezernyi lófő székely indult vele.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Hol indult el Laczfi Endre Budáról?</b>;Éjféltájban;Hajnalban;Délben;Este;Éjféltájban;A vers szerint éjféltájban indult el.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Melyik városba tartott Laczfi Endre?</b>;Nagyvárad;Debrecen;Győr;Kolozsvár;Nagyvárad;Nagyvárad volt az úticél.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Melyik népcsoport csatlakozott Laczfi Endréhez?</b>;Szászok;Csángók;Kunok;Törökök;Csángók;A csángók is csatlakoztak hozzá.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Mi történt az érclóval Nagyváradon?</b>;Elpusztult;Földre döntötte lovagját;Elmenekült;Megállt;Földre döntötte lovagját;Az ércló földre döntötte lovagját.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Hol hallotta László a csodát?</b>;Várban;Templomban;Mezőn;Palotában;Templomban;A Körösvíz partján lévő templomban.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Hány évszázadig volt Szent László sírja Nagyváradon?</b>;Egy évszázadig;Több évszázadig;Ötven évig;Tíz évig;Több évszázadig;A sír évszázadokig volt ott.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Mi volt a város dísze Nagyváradon?</b>;Vár;Lovas szobor;Bazilika;Fő tér;Lovas szobor;A király lovas szobra volt a város dísze.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Mi történt a lovas szoborral a 17. században?</b>;Átépítették;Elpusztult;Elköltöztették;Felújították;Elpusztult;A szobor elpusztult a háborúkban.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Mi a herma?</b>;Lovas szobor;Fejereklyetartó;Templom;Kard;Fejereklyetartó;A herma Szent László fejereklyetartója.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Hol található ma Szent László hermája?</b>;Budapest;Nagyvárad;Győr;Debrecen;Győr;A győri bazilikában található.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Miért vitték magukkal a hermát a csatába?</b>;Hagyományból;Dísznek;Védelmet reméltek;Mert könnyű volt;Védelmet reméltek;A király szellemének erejét várták.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Mit jelent a "legenda" szó?</b>;Tanulandó;Írandó;Olvasandó;Hallgatandó;Olvasandó;Latin eredetű, jelentése olvasandó.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Milyen műfaj a legenda?</b>;Regény;Vers;Tanító szándékú példázatos mű;Elbeszélés;Tanító szándékú példázatos mű;A legenda tanító szándékú példázatos mű.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Ki volt Atlamos?</b>;Magyar király;Székely harcos;Tatár vezér;Csángó vezető;Tatár vezér;Atlamos volt a tatár vezér.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Mi történt Atlamos vezérrel?</b>;Elmenekült;Győzött;Foglyul esett;Megmenekült;Foglyul esett;Atlamos vezér fogságba esett.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Hány napig vívott a pogánnyal Laczfi?</b>;Két napig;Egy napig;Három napig;Öt napig;Három napig;Három teljes napig vívott.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Mi volt a székelyek harci kiáltása?</b>;Győzelem!;Előre!;Uram Isten és Szent László!;Védjük a hazát!;Uram Isten és Szent László!;Ez volt a harci kiáltás.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Mi történt a tatárokkal a csata után?</b>;Győztek;Elmenekültek;Rabkötélen vitték őket;Szövetséget kötöttek;Rabkötélen vitték őket;A tatárokat rabkötélen vitték.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Mit akartak a tatárok a vereség után?</b>;Hazatérni;Bosszút állni;Felvenni a keresztet;Megmenekülni;Felvenni a keresztet;A tatárok keresztények akartak lenni.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Milyen csodát hirdetett az öreg tatár?</b>;A ló beszélt;A templom összedőlt;A szobor megmozdult;Szent László jelent meg;Szent László jelent meg;Az öreg tatár Szent László megjelenését hirdette.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Mi volt Szent László fején?</b>;Koszorú;Sapka;Sisak;Korona;Korona;Szent László fején korona volt.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Mi volt Szent László jobb kezében?</b>;Lándzsa;Pajzs;Kard;Csatabárd;Csatabárd;Jobb kezében csatabárd volt.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Ki jelent meg Szent László feje fölött?</b>;Csángó;Király;Angyal;Szűz Mária;Szűz Mária;A vers szerint Szűz Mária jelent meg.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Mi történt Szent László sírjával a legenda szerint?</b>;Felnyitották;Elköltöztették;Elpusztult;Három napig nem találták;Három napig nem találták;Három napig hiába keresték a sírban.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Mi volt a "lófő" jelentése?</b>;Csángó vezető;Magyar király;Tatár harcos;Kiváltságos rangú székely;Kiváltságos rangú székely;A lófő kiváltságos rangú székely volt.
Arany János: Szent László (legenda);(Arany János: Szent László (legenda)) <b>Mi a "herma" latin jelentése?</b>;Kard;Templom;Lovas szobor;Fejereklyetartó;Fejereklyetartó;A herma fejereklyetartót jelent latinul.
Csörsz árka;(Csörsz árka) <b>Ki volt Rád király?</b>;Longobárd uralkodó;Avar vezér;Római császár;Magyar fejedelem;Longobárd uralkodó;Rád király a longobárdok felett uralkodott.
Csörsz árka;(Csörsz árka) <b>Melyik nép élt Pannónia földjén a monda szerint?</b>;Longobárdok;Avarok;Magyarok;Rómaiak;Longobárdok;A monda idején a longobárdok éltek ott.
Csörsz árka;(Csörsz árka) <b>Ki támadta meg Rád királyt?</b>;Frigyes király;Csörsz király;Attila;Károly;Frigyes király;Frigyes király támadta meg Rádot.
Csörsz árka;(Csörsz árka) <b>Ki segített Rád királynak a csatában?</b>;Csörsz avar király;Délibáb;A Tisza;A nép;Csörsz avar király;Csörsz avar király segített neki.
Csörsz árka;(Csörsz árka) <b>Mi volt Csörsz király feltétele a házassághoz?</b>;Vízen vigye haza a lányt;Aranyat adjon;Harcban győzzön;Építsen várat;Vízen vigye haza a lányt;Csak akkor kapta meg a lányt, ha vízen viszi haza.
Csörsz árka;(Csörsz árka) <b>Ki volt Délibáb?</b>;Rád király lánya;Csörsz király felesége;Avar vezér;Tisza istennője;Rád király lánya;Délibáb Rád király lánya volt.
Csörsz árka;(Csörsz árka) <b>Mit kezdett Csörsz király, hogy teljesítse a feltételt?</b>;Folyómedret ásatott;Várat épített;Hajót készített;Aranyat gyűjtött;Folyómedret ásatott;Folyómedret ásatott, hogy vízen vihesse haza a lányt.
Csörsz árka;(Csörsz árka) <b>Mi történt Csörsz királlyal a munka közben?</b>;Megmenekült;Villám sújtotta;Elutazott;Megkoronázták;Villám sújtotta;Az ég tüzes villáma leütötte lováról.
Csörsz árka;(Csörsz árka) <b>Mi lett a következménye Csörsz király halálának?</b>;Folytatták a munkát;Abbahagyták a munkát;Új királyt választottak;Megépült az árok;Abbahagyták a munkát;A király halála után abbahagyták a munkát.
Csörsz árka;(Csörsz árka) <b>Melyik település őrzi Csörsz király emlékét?</b>;Debrecen;Ároktő;Szeged;Győr;Ároktő;Ároktő község őrzi emlékét.
Csörsz árka;(Csörsz árka) <b>Mi az árok neve ma?</b>;Avar árka;Csörsz árka;Rád árka;Tisza árka;Csörsz árka;Ma is Csörsz árkának hívják.
Csörsz árka;(Csörsz árka) <b>Milyen hosszú a valóságban Csörsz árka?</b>;100 km;Kb. 1200 km;500 km;2000 km;Kb. 1200 km;Az árok kb. 1200 km hosszú.
Csörsz árka;(Csörsz árka) <b>Melyik korban épült valószínűleg Csörsz árka?</b>;Avar korban;Római korban;Honfoglaláskor;Középkorban;Római korban;Valószínűleg a római korban épült.
Csörsz árka;(Csörsz árka) <b>Melyik területet keríti be Csörsz árka?</b>;Dunántúlt;Alföldet;Felvidéket;Őrséget;Alföldet;Az Alföldet keríti be.
Csörsz árka;(Csörsz árka) <b>Hol vált ismertté leginkább a monda?</b>;Felvidéken;Dunántúlon;Alföldön, Jászságban;Őrségben;Alföldön, Jászságban;Az Alföldön, Jászságban ismert.
Csörsz árka;(Csörsz árka) <b>Mi a monda műfaja?</b>;Regény;Vers;Népmonda;Elbeszélés;Népmonda;A történet népmonda.
Csörsz árka;(Csörsz árka) <b>Mi volt a monda mesei eleme?</b>;Földrajzi leírás;Valódi történelmi esemény;Óriás király;Tudományos magyarázat;Óriás király;Rád király óriásként szerepel.
Csörsz árka;(Csörsz árka) <b>Mi volt a feltétel teljesítésének akadálya?</b>;Áradás;Nincs elég ember;Csörsz király halála;Ellenség támadása;Csörsz király halála;Csörsz király halála miatt nem teljesült.
Csörsz árka;(Csörsz árka) <b>Miért nevezték el az árkot Csörszről?</b>;Tisza miatt;Avar nép miatt;A király emlékére;Rád király miatt;A király emlékére;Csörsz király emlékére nevezték el.
Csörsz árka;(Csörsz árka) <b>Melyik település épült az árok végénél?</b>;Szeged;Ároktő;Árokszállás;Győr;Árokszállás;Árokszállás épült az árok végénél.
Csörsz árka;(Csörsz árka) <b>Miért vált legendává Csörsz árka története?</b>;Tudományos magyarázat;Valódi történelmi esemény;Mesei elemek, hősies tett;Földrajzi leírás;Mesei elemek, hősies tett;A mesei elemek és a hősies tett miatt.
Csörsz árka;(Csörsz árka) <b>Ki volt Csörsz szövetségese?</b>;Délibáb;Frigyes király;Rád király;A Tisza;Rád király;Rád király volt a szövetségese.
Csörsz árka;(Csörsz árka) <b>Mi volt a lakoma oka?</b>;Új király választása;Csörsz király esküvője;Győzelem Frigyes felett;Árok építése;Győzelem Frigyes felett;A győzelem után rendeztek lakomát.
Csörsz árka;(Csörsz árka) <b>Mi volt Délibáb szerepe a történetben?</b>;Tisza istennője;Avar vezér;Királylány, akit Csörsz feleségül akart;Csörsz felesége;Királylány, akit Csörsz feleségül akart;Délibáb volt a királylány.
Csörsz árka;(Csörsz árka) <b>Miért volt lehetetlen a feltétel?</b>;Ellenség támadása;Csörsz halála;Hosszú út;Nincs folyó;Csörsz halála;Csörsz halála miatt nem teljesült.
Csörsz árka;(Csörsz árka) <b>Milyen védmű volt Csörsz árka?</b>;Gát;Földvár;Vár;Határvonal;Határvonal;Az árok hatalmas védmű volt.
Csörsz árka;(Csörsz árka) <b>Melyik néphez köthető a monda?</b>;Rómaiak;Magyarok;Longobárdok;Avarok;Avarok;Az avarokhoz köthető.
Csörsz árka;(Csörsz árka) <b>Mi a történet tanulsága?</b>;Szerencse szerepe;Barátság ereje;Győzelem fontossága;Hősies tettek emléke;Hősies tettek emléke;A hősies tettek emléke fontos.
Csörsz árka;(Csörsz árka) <b>Miért hagyták abba az árok ásását?</b>;Áradás;Ellenség támadása;Elfogyott az idő;Csörsz király halála;Csörsz király halála;A király halála miatt hagyták abba.
Csörsz árka;(Csörsz árka) <b>Melyik könyvben található másik monda Csörszről?</b>;Gárdonyi Géza: Egri csillagok;Jókai Mór: Az arany ember;Arany János: Toldi;Komjáthy István: Mondák könyve;Komjáthy István: Mondák könyve;A Mondák könyvében is szerepel Csörsz árka.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Ki írta a thermopülei hősök sírfeliratát?</b>;Szimónidész;Homérosz;Kölcsey Ferenc;Leónidász;Szimónidész;Szimónidész görög költő írta a sírfeliratot.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Melyik csatáról szól a sírfelirat?</b>;Thermopülai;Marathón;Szalamisz;Trója;Thermopülai;A sírfelirat a thermopülai csatáról szól.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Melyik évben zajlott a thermopülai csata?</b>;Kr. e. 480;Kr. e. 490;Kr. e. 776;Kr. e. 323;Kr. e. 480;A csata Kr. e. 480-ban volt.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Ki vezette a spártaiakat a csatában?</b>;Leónidász;Xerxész;Szókratész;Periklész;Leónidász;Leónidász volt a spártai király.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Ki vezette a perzsákat a csatában?</b>;Xerxész;Dareiosz;Kambüszész;Artaxerxész;Xerxész;Xerxész volt a perzsa király.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Hány spártai harcolt a csatában?</b>;300;1000;500;150;300;300 spártai harcolt.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Miért váltak hősökké a spártaiak?</b>;Önfeláldozásuk miatt;Gazdagságuk miatt;Hatalmuk miatt;Származásuk miatt;Önfeláldozásuk miatt;Önfeláldozó helytállásuk miatt váltak hősökké.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Mi volt a spártaiak célja a csatában?</b>;Hódítás;Hazájuk védelme;Kincskeresés;Bosszú;Hazájuk védelme;A hazájukat védték.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Mi jellemzi az epigrammát?</b>;Hosszú elbeszélés;Rövid, tömör költemény;Drámai párbeszéd;Regény;Rövid, tömör költemény;Az epigramma rövid, tömör költemény.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Milyen műfajú Szimónidész műve?</b>;Elégia;Epigramma;Óda;Eposz;Epigramma;A mű epigramma.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Mi az epigramma eredeti jelentése?</b>;Dal;Sírkőfelirat;Történet;Tanmese;Sírkőfelirat;Eredetileg sírkőfeliratot jelentett.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Hány sorból áll jellemzően az epigramma?</b>;Négy;Kettő;Hat;Tíz;Kettő;Az epigramma jellemzően két sorból áll.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Mi jellemzi az időmértékes verselést?</b>;Rímek;Rövid és hosszú szótagok váltakozása;Szabad vers;Alliteráció;Rövid és hosszú szótagok váltakozása;Időmértékes verselés jellemzi.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Mi volt a spártaiak üzenete a sírfeliratban?</b>;Győztünk;Megcselekedtük, amit megkövetelt a haza;Visszatérünk;Büszkék vagyunk;Megcselekedtük, amit megkövetelt a haza;A haza iránti kötelesség teljesítését üzenték.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Ki fordította magyarra a sírfeliratot?</b>;Babits Mihály;Arany János;Ponori Thewrewk Emil;Kosztolányi Dezső;Ponori Thewrewk Emil;Ponori Thewrewk Emil fordította.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Miért harcoltak a spártaiak a túlerő ellenére?</b>;Kincsekért;Hatalomért;Hazájuk védelméért;Bosszúért;Hazájuk védelméért;A hazájukat védték.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Mi lett a spártaiak sorsa a csatában?</b>;Elmenekültek;Győztek;Odavesztek;Megadták magukat;Odavesztek;A 300 spártai odaveszett.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Miért váltak a spártaiak irodalmi hősökké?</b>;Hatalmuk miatt;Gazdagságuk miatt;Önfeláldozásuk miatt;Származásuk miatt;Önfeláldozásuk miatt;Az önfeláldozásuk miatt váltak irodalmi hősökké.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Mi a sírfelirat fő üzenete?</b>;Bosszú;Győzelem;Hazáért való áldozat;Hatalom;Hazáért való áldozat;A hazáért való áldozat fontossága.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Milyen hangnemű lehet az epigramma?</b>;Mindig vidám;Mindig komoly;Változatos;Mindig tanító;Változatos;Az epigramma hangneme változatos lehet.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Milyen témákat fejezhet ki az epigramma?</b>;Csak szerelmet;Csak gyászt;Gyászt, szerelmet, tanítást, gúnyt;Csak dicsőítést;Gyászt, szerelmet, tanítást, gúnyt;Az epigramma témája változatos lehet.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Mi a szótag hosszúságának egyik feltétele?</b>;Alliteráció;Rím;Hosszú magánhangzó;Versszak;Hosszú magánhangzó;A szótag hosszú, ha a magánhangzója hosszú.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Mi a szótag rövidségének feltétele?</b>;Alliteráció;Rím;Rövid magánhangzó, egy mássalhangzó követi;Versszak;Rövid magánhangzó, egy mássalhangzó követi;A szótag rövid, ha rövid magánhangzó után egy mássalhangzó jön.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Miért fontos a sírfelirat tömörsége?</b>;Rímek;Hosszú történet;Erős érzelmi hatás;Szójáték;Erős érzelmi hatás;A tömörség erős érzelmi hatást kelt.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Milyen verselés jellemzi Szimónidész művét?</b>;Alliterációs;Rímes;Szabad vers;Időmértékes;Időmértékes;Időmértékes verselés jellemzi.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Miért váltak a spártaiak példaképpé?</b>;Származásuk miatt;Hatalmuk miatt;Gazdagságuk miatt;Hazáért való áldozatuk miatt;Hazáért való áldozatuk miatt;A hazáért való áldozatuk miatt váltak példaképpé.
Szimónidész: A thermopülei hősök sírfelirata;(Szimónidész: A thermopülei hősök sírfelirata) <b>Mi a sírfelirat jelentősége az irodalomban?</b>;Hosszú történet;Szójáték;Rímek;Hősiesség példája;Hősiesség példája;A hősiesség példája az irodalomban.
